VIN,Price,manufacturer,security_codes,model,engine,check_digit,model_year,plant_code,serial_number
1FA6P0HD8E5350604,18100,1FA,6,P0H,D,8,E,5,350604
1FMCU0C78BKA99227,8700,1FM,C,U0C,7,8,B,K,A99227
1ZVFT82H055219387,5400,1ZV,F,T82,H,0,5,5,219387
1FM5K8GT0EGA43004,35900,1FM,5,K8G,T,0,E,G,A43004
1FMCU03198KA29546,2600,1FM,C,U03,1,9,8,K,A29546
1FTKR1AD0APA69043,6000,1FT,K,R1A,D,0,A,P,A69043
1FTNE2EW1EDA17583,21500,1FT,N,E2E,W,1,E,D,A17583
2FMDK3JC0DBC02052,22000,2FM,D,K3J,C,0,D,B,C02052
1FMCU59H17KB87444,4100,1FM,C,U59,H,1,7,K,B87444
1FAHP3E20CL247750,8600,1FA,H,P3E,2,0,C,L,247750
3FAHP0JG7CR104991,14500,3FA,H,P0J,G,7,C,R,104991
1ZVBP8EM7E5289187,20300,1ZV,B,P8E,M,7,E,5,289187
1FTNE2EW5EDA42633,19800,1FT,N,E2E,W,5,E,D,A42633
1FMCU9D76CKB86998,16500,1FM,C,U9D,7,6,C,K,B86998
1FTNF1CF9EKD47655,17700,1FT,N,F1C,F,9,E,K,D47655
1FMCU04168KC92205,5300,1FM,C,U04,1,6,8,K,C92205
3FAHP0HA8CR304781,11600,3FA,H,P0H,A,8,C,R,304781
1FMDU63K43UB08636,1000,1FM,D,U63,K,4,3,U,B08636
1FMCU0H90DUC21662,19100,1FM,C,U0H,9,0,D,U,C21662
3FA6P0H77ER228680,14900,3FA,6,P0H,7,7,E,R,228680
1FTLR4FE9APA78850,14400,1FT,L,R4F,E,9,A,P,A78850
1FTKR1AD0BPA69500,9500,1FT,K,R1A,D,0,B,P,A69500
2FMDK3KC4ABA96229,17000,2FM,D,K3K,C,4,A,B,A96229
3FA6P0HD4ER145553,17300,3FA,6,P0H,D,4,E,R,145553
1FTFX1CF9CKD33222,14800,1FT,F,X1C,F,9,C,K,D33222
1FTPX14566KD39316,5500,1FT,P,X14,5,6,6,K,D39316
1FMCU0DG2BKC68754,13100,1FM,C,U0D,G,2,B,K,C68754
1FM5K7F84EGB55070,29300,1FM,5,K7F,8,4,E,G,B55070
1FTYR14U44PA34239,5500,1FT,Y,R14,U,4,4,P,A34239
1FM5K8D81DGB80919,26300,1FM,5,K8D,8,1,D,G,B80919
1FAHP2F87EG165099,20200,1FA,H,P2F,8,7,E,G,165099
1FMCU0D70BKB39833,10400,1FM,C,U0D,7,0,B,K,B39833
1FTEX1EM4DFA54813,18100,1FT,E,X1E,M,4,D,F,A54813
1FBNE3BL2EDA82382,19500,1FB,N,E3B,L,2,E,D,A82382
1FTSE34P48DB20987,9000,1FT,S,E34,P,4,8,D,B20987
2FMDK3GC8CBA08391,15900,2FM,D,K3G,C,8,C,B,A08391
1FTEW1E89AFA60804,14700,1FT,E,W1E,8,9,A,F,A60804
2FMGK5BC0BBD04097,7550,2FM,G,K5B,C,0,B,B,D04097
1FMCU9G94DUA94842,10300,1FM,C,U9G,9,4,D,U,A94842
1FMCU0C74CKB83191,9600,1FM,C,U0C,7,4,C,K,B83191
1FMCU0GX7DUD37232,15000,1FM,C,U0G,X,7,D,U,D37232
1FTFW1EV9AFD34884,20000,1FT,F,W1E,V,9,A,F,D34884
1FADP3F20DL193414,11300,1FA,D,P3F,2,0,D,L,193414
3FAHP0GA5CR340610,10200,3FA,H,P0G,A,5,C,R,340610
4F2YZ04173KM28393,2000,4F2,Y,Z04,1,7,3,K,M28393
3FAHP0HA5CR196359,10200,3FA,H,P0H,A,5,C,R,196359
1FM5K8F80EGC28425,31400,1FM,5,K8F,8,0,E,G,C28425
1FMHK8D82BGA18856,20100,1FM,H,K8D,8,2,B,G,A18856
1FMCU0GX0EUB09770,18000,1FM,C,U0G,X,0,E,U,B09770
2FMDK3GC0CBA21667,15900,2FM,D,K3G,C,0,C,B,A21667
1FAHP3F24CL214362,10400,1FA,H,P3F,2,4,C,L,214362
1FTSW21R58EC77290,18600,1FT,S,W21,R,5,8,E,C77290
1FMEU63E96UB16492,3900,1FM,E,U63,E,9,6,U,B16492
1FMCU0D75BKB92849,8400,1FM,C,U0D,7,5,B,K,B92849
3FADP4AJXDM149746,8000,3FA,D,P4A,J,X,D,M,149746
1FAHP2EWXBG166128,9700,1FA,H,P2E,W,X,B,G,166128
2FMHK6DC7CBD10472,18000,2FM,H,K6D,C,7,C,B,D10472
1FMSU45P33EC79666,1200,1FM,S,U45,P,3,3,E,C79666
3FA6P0H7XER214367,15000,3FA,6,P0H,7,X,E,R,214367
1FM5K8D81DGC30122,22800,1FM,5,K8D,8,1,D,G,C30122
1FTRW08L81KC42240,3700,1FT,R,W08,L,8,1,K,C42240
1FMJK1J55EEF21560,31700,1FM,J,K1J,5,5,E,E,F21560
1FMCU9G92EUC53925,17900,1FM,C,U9G,9,2,E,U,C53925
1FADP3F27EL249141,11800,1FA,D,P3F,2,7,E,L,249141
2FAFP73W83X182458,1800,2FA,F,P73,W,8,3,X,182458
1FTZR15E58PB02372,9100,1FT,Z,R15,E,5,8,P,B02372
1FMFU20586LA08789,3600,1FM,F,U20,5,8,6,L,A08789
1FMCU9E74CKB91826,20200,1FM,C,U9E,7,4,C,K,B91826
1FBNE3BL1EDA47901,19000,1FB,N,E3B,L,1,E,D,A47901
3FAHP0JG9CR234318,12700,3FA,H,P0J,G,9,C,R,234318
1FMPU18L32LA07075,3000,1FM,P,U18,L,3,2,L,A07075
1FTNE2EW5EDA17523,21000,1FT,N,E2E,W,5,E,D,A17523
1FAHP2F82FG106169,23500,1FA,H,P2F,8,2,F,G,106169
1FADP3F29DL211604,9900,1FA,D,P3F,2,9,D,L,211604
3FA6P0H96ER340503,15300,3FA,6,P0H,9,6,E,R,340503
1FMCU9H90DUA59942,14300,1FM,C,U9H,9,0,D,U,A59942
1FMCU0E72CKB99550,16800,1FM,C,U0E,7,2,C,K,B99550
3FA6P0H70DR215705,15000,3FA,6,P0H,7,0,D,R,215705
2FMDK4KC4DBC27198,20900,2FM,D,K4K,C,4,D,B,C27198
3FA6P0H75DR226375,14900,3FA,6,P0H,7,5,D,R,226375
1FAHP3M25CL358876,8600,1FA,H,P3M,2,5,C,L,358876
1FAHP2F89EG175990,22400,1FA,H,P2F,8,9,E,G,175990
1FTEW1C89AFB74823,16300,1FT,E,W1C,8,9,A,F,B74823
2FMDK38C07BA99872,10500,2FM,D,K38,C,0,7,B,A99872
1FM5K8D82DGB55429,27900,1FM,5,K8D,8,2,D,G,B55429
3FA6P0HR1DR221336,14800,3FA,6,P0H,R,1,D,R,221336
1FTFX1EF4CFD07813,21700,1FT,F,X1E,F,4,C,F,D07813
3FAHP0HA0BR269555,10500,3FA,H,P0H,A,0,B,R,269555
1FTNE1EW0DDA01318,10300,1FT,N,E1E,W,0,D,D,A01318
1ZVFT82H865191422,9700,1ZV,F,T82,H,8,6,5,191422
1FMJU1J5XEEF02349,27500,1FM,J,U1J,5,X,E,E,F02349
1FTWW33P47EA44888,11500,1FT,W,W33,P,4,7,E,A44888
1FMEU73E07UA82739,5200,1FM,E,U73,E,0,7,U,A82739
3FA6P0HRXDR354631,13300,3FA,6,P0H,R,X,D,R,354631
1FTFW1EFXCFC46597,34000,1FT,F,W1E,F,X,C,F,C46597
1FMCU0F7XDUC22853,14800,1FM,C,U0F,7,X,D,U,C22853
1FTPW14V06FB39186,10900,1FT,P,W14,V,0,6,F,B39186
1FMCU9DG6AKA78782,11400,1FM,C,U9D,G,6,A,K,A78782
1FTNE1EW3EDA51311,19900,1FT,N,E1E,W,3,E,D,A51311
1FAHP3K23CL455285,7800,1FA,H,P3K,2,3,C,L,455285
1FM5K8GT4EGC51354,34200,1FM,5,K8G,T,4,E,G,C51354
3FADP4BJ5EM191371,11200,3FA,D,P4B,J,5,E,M,191371
1FAHP23W39G124834,5500,1FA,H,P23,W,3,9,G,124834
1ZVBP8EM3D5203954,12700,1ZV,B,P8E,M,3,D,5,203954
1FMHK7D87CGA80071,23900,1FM,H,K7D,8,7,C,G,A80071
1FMCU0J98DUD36861,20500,1FM,C,U0J,9,8,D,U,D36861
1FTNE2EW3EDA43389,20200,1FT,N,E2E,W,3,E,D,A43389
1FMYU60E61UC24627,1800,1FM,Y,U60,E,6,1,U,C24627
3FAHP0HA7CR419596,10600,3FA,H,P0H,A,7,C,R,419596
1FADP3F25DL333019,7900,1FA,D,P3F,2,5,D,L,333019
1FMFK20578LA36897,7400,1FM,F,K20,5,7,8,L,A36897
1FAHP3F28CL233237,11000,1FA,H,P3F,2,8,C,L,233237
1FMCU0C79CKA91865,9400,1FM,C,U0C,7,9,C,K,A91865
3FAHP0HA4CR376416,9000,3FA,H,P0H,A,4,C,R,376416
2FMDK48C19BA74309,11000,2FM,D,K48,C,1,9,B,A74309
1FM5K7D81DGB76668,27500,1FM,5,K7D,8,1,D,G,B76668
3FAHP0GA3CR295747,8800,3FA,H,P0G,A,3,C,R,295747
1FM5K7F89FGA20796,29200,1FM,5,K7F,8,9,F,G,A20796
1ZVBP8EM6D5229979,13400,1ZV,B,P8E,M,6,D,5,229979
1FMNU43S6YEA52970,8400,1FM,N,U43,S,6,Y,E,A52970
2FMDK4JC4EBA75748,23700,2FM,D,K4J,C,4,E,B,A75748
1FAHP2HW4BG153094,8900,1FA,H,P2H,W,4,B,G,153094
1FMCU9E74CKB48037,17500,1FM,C,U9E,7,4,C,K,B48037
1ZVBP8CF5C5228258,16600,1ZV,B,P8C,F,5,C,5,228258
1ZVBP8EM4E5302042,17600,1ZV,B,P8E,M,4,E,5,302042
1FTFW1EF0DKF74037,24400,1FT,F,W1E,F,0,D,K,F74037
1ZVBP8EM4E5229481,13700,1ZV,B,P8E,M,4,E,5,229481
1FADP3K27DL327163,10900,1FA,D,P3K,2,7,D,L,327163
3FA6P0HR7DR350018,13300,3FA,6,P0H,R,7,D,R,350018
1FTSW21559EA39793,22000,1FT,S,W21,5,5,9,E,A39793
1FAHP2E81DG164238,13300,1FA,H,P2E,8,1,D,G,164238
1FTSW21R88EC45238,28600,1FT,S,W21,R,8,8,E,C45238
1FAHP3F29CL375144,8800,1FA,H,P3F,2,9,C,L,375144
1FMDU73E82UC66170,2000,1FM,D,U73,E,8,2,U,C66170
1FMHK7F86BGA38373,24200,1FM,H,K7F,8,6,B,G,A38373
1FM5K7F82FGA15195,30300,1FM,5,K7F,8,2,F,G,A15195
1FTPX12594NB79883,8200,1FT,P,X12,5,9,4,N,B79883
3FA6P0HR7DR165418,12300,3FA,6,P0H,R,7,D,R,165418
3FA6P0H78ER261753,14900,3FA,6,P0H,7,8,E,R,261753
1FTNE24W36HA22022,6600,1FT,N,E24,W,3,6,H,A22022
1FTKR4EE9BPA77406,9200,1FT,K,R4E,E,9,B,P,A77406
3FA6P0H98ER344620,17400,3FA,6,P0H,9,8,E,R,344620
1FM5K8D88DGC71301,24800,1FM,5,K8D,8,8,D,G,C71301
1ZVBP8EM6E5208549,13000,1ZV,B,P8E,M,6,E,5,208549
3FAHP0JA9CR355068,10100,3FA,H,P0J,A,9,C,R,355068
2FMDK4AK0BBB19103,22500,2FM,D,K4A,K,0,B,B,B19103
1FM5K7B86DGC57703,22200,1FM,5,K7B,8,6,D,G,C57703
1FTNE1EWXDDA73482,17700,1FT,N,E1E,W,X,D,D,A73482
1FMCU0GX1EUA28728,17000,1FM,C,U0G,X,1,E,U,A28728
3FAHP0HA8CR239477,8700,3FA,H,P0H,A,8,C,R,239477
1FM5K7F87DGC11484,23300,1FM,5,K7F,8,7,D,G,C11484
1FMCU9J95EUC03223,23600,1FM,C,U9J,9,5,E,U,C03223
1FMCU0J91EUA91242,24200,1FM,C,U0J,9,1,E,U,A91242
1FAHP2H80DG181902,17000,1FA,H,P2H,8,0,D,G,181902
1FM5K7D87EGA96986,26300,1FM,5,K7D,8,7,E,G,A96986
1FTFW1EF6BFB07064,25000,1FT,F,W1E,F,6,B,F,B07064
1FMHK8F8XCGA89835,24600,1FM,H,K8F,8,X,C,G,A89835
1FMZU67K45UA77830,4100,1FM,Z,U67,K,4,5,U,A77830
1ZVBP8EM2E5311001,21000,1ZV,B,P8E,M,2,E,5,311001
1FTFX1ET7BFB82102,21400,1FT,F,X1E,T,7,B,F,B82102
1ZVBP8AM7C5208935,13600,1ZV,B,P8A,M,7,C,5,208935
1FTRF12225KF14373,5000,1FT,R,F12,2,2,5,K,F14373
3FA6P0HR2DR275874,11300,3FA,6,P0H,R,2,D,R,275874
1FADP3K24DL114722,13000,1FA,D,P3K,2,4,D,L,114722
3FA6P0H9XER332470,14100,3FA,6,P0H,9,X,E,R,332470
1FMCU0EG4CKC05056,16900,1FM,C,U0E,G,4,C,K,C05056
3FA6P0K97DR363554,16600,3FA,6,P0K,9,7,D,R,363554
1FAHP2E82DG133984,14100,1FA,H,P2E,8,2,D,G,133984
1FTFW1EF3BFA42805,15300,1FT,F,W1E,F,3,B,F,A42805
1FMJK1H51EEF42086,30400,1FM,J,K1H,5,1,E,E,F42086
1FTPW14585KD81584,13200,1FT,P,W14,5,8,5,K,D81584
1FM5K7F84EGA55762,27300,1FM,5,K7F,8,4,E,G,A55762
1FTFX1EF2DFA23159,16800,1FT,F,X1E,F,2,D,F,A23159
1FADP5AU5DL533113,14250,1FA,D,P5A,U,5,D,L,533113
1FTFW1ET9BFB26455,25400,1FT,F,W1E,T,9,B,F,B26455
1FTPW14V38FA73378,17400,1FT,P,W14,V,3,8,F,A73378
1FTFW1ET4CFB57582,30400,1FT,F,W1E,T,4,C,F,B57582
3FAHP0JA3CR162172,12500,3FA,H,P0J,A,3,C,R,162172
1FTFW1EF7EKE66256,29600,1FT,F,W1E,F,7,E,K,E66256
1FMJU1K55EEF29098,29900,1FM,J,U1K,5,5,E,E,F29098
3FAHP0KC6AR400092,8300,3FA,H,P0K,C,6,A,R,400092
1FTNE1EW7BDA61609,15000,1FT,N,E1E,W,7,B,D,A61609
1FMCU9GX0EUD36459,7700,1FM,C,U9G,X,0,E,U,D36459
1FAHP35NX8W178808,6000,1FA,H,P35,N,X,8,W,178808
2FMDK4KC8DBB81343,18900,2FM,D,K4K,C,8,D,B,B81343
3FA6P0HR6DR237967,13900,3FA,6,P0H,R,6,D,R,237967
2FMDK3KC7DBB66469,16000,2FM,D,K3K,C,7,D,B,B66469
1FMCU9GX2EUC04173,19500,1FM,C,U9G,X,2,E,U,C04173
3FA6P0H93DR171670,8500,3FA,6,P0H,9,3,D,R,171670
3FA6P0H75ER144096,14200,3FA,6,P0H,7,5,E,R,144096
3FA6P0LU2DR301658,11100,3FA,6,P0L,U,2,D,R,301658
1FADP3K24DL301944,10500,1FA,D,P3K,2,4,D,L,301944
1FTRX12W74NA79380,6200,1FT,R,X12,W,7,4,N,A79380
1FM5K7B87DGC48699,21500,1FM,5,K7B,8,7,D,G,C48699
2FMDA57614BA66000,2300,2FM,D,A57,6,1,4,B,A66000
1FMDK06186GA02876,2700,1FM,D,K06,1,8,6,G,A02876
3FA6P0G79DR201285,14000,3FA,6,P0G,7,9,D,R,201285
1FBSS3BL1EDA64323,23000,1FB,S,S3B,L,1,E,D,A64323
3FA6P0HR5DR192665,14500,3FA,6,P0H,R,5,D,R,192665
3FA6P0H73ER192308,16000,3FA,6,P0H,7,3,E,R,192308
2FMDK4KC5EBA72016,14600,2FM,D,K4K,C,5,E,B,A72016
2FMGK5C88EBD08185,28500,2FM,G,K5C,8,8,E,B,D08185
2FAFP74V38X171123,4500,2FA,F,P74,V,3,8,X,171123
3FAFP31N15R115852,1000,3FA,F,P31,N,1,5,R,115852
1FMEU73846UA47033,8400,1FM,E,U73,8,4,6,U,A47033
3FAHP0JA8CR303043,10400,3FA,H,P0J,A,8,C,R,303043
1FMCU0GX0DUC51423,16000,1FM,C,U0G,X,0,D,U,C51423
1FMCU9J96EUC77766,20300,1FM,C,U9J,9,6,E,U,C77766
1FTNE2EW6DDA82184,19800,1FT,N,E2E,W,6,D,D,A82184
1FTNF1CFXEKD47292,16500,1FT,N,F1C,F,X,E,K,D47292
1FTFX1EFXCKD05457,26400,1FT,F,X1E,F,X,C,K,D05457
1FADP3K21EL307556,12200,1FA,D,P3K,2,1,E,L,307556
3FA6P0HR4DR235408,12900,3FA,6,P0H,R,4,D,R,235408
2FMDK3GCXCBA76661,14100,2FM,D,K3G,C,X,C,B,A76661
1FMCU0DG8CKB67719,15250,1FM,C,U0D,G,8,C,K,B67719
3FA6P0D9XDR226704,22100,3FA,6,P0D,9,X,D,R,226704
3FADP4BJ3CM115418,4300,3FA,D,P4B,J,3,C,M,115418
1FMCU9J96EUB86464,18700,1FM,C,U9J,9,6,E,U,B86464
1FDSX205X7EB40397,7500,1FD,S,X20,5,X,7,E,B40397
3FA6P0H74ER221069,16100,3FA,6,P0H,7,4,E,R,221069
2FMGK5D85DBD07198,21500,2FM,G,K5D,8,5,D,B,D07198
1FMZU73E32UB32897,1900,1FM,Z,U73,E,3,2,U,B32897
2FMHK6DC9BBD12934,17300,2FM,H,K6D,C,9,B,B,D12934
2FMHK6DT2ABA14496,17900,2FM,H,K6D,T,2,A,B,A14496
2FMDK3JC3DBA32088,20200,2FM,D,K3J,C,3,D,B,A32088
1FTRX12899KA74062,11500,1FT,R,X12,8,9,9,K,A74062
1FAHP2D80EG115793,14700,1FA,H,P2D,8,0,E,G,115793
2FMDK4JC7EBA76019,28000,2FM,D,K4J,C,7,E,B,A76019
1FMCU0H92DUD10925,16900,1FM,C,U0H,9,2,D,U,D10925
1FAHP2F88EG179478,22700,1FA,H,P2F,8,8,E,G,179478
1FTPX14V57FA92140,15600,1FT,P,X14,V,5,7,F,A92140
1FA6P0H77E5373625,14600,1FA,6,P0H,7,7,E,5,373625
1FTEW1C81AFC23058,15400,1FT,E,W1C,8,1,A,F,C23058
1FTFX1CF7DFC47126,24400,1FT,F,X1C,F,7,D,F,C47126
1ZVBP8EM8E5227121,13000,1ZV,B,P8E,M,8,E,5,227121
1FTPW14555FB07753,9000,1FT,P,W14,5,5,5,F,B07753
2FMDK4KC6BBB05617,20500,2FM,D,K4K,C,6,B,B,B05617
1FADP3F28DL261961,11400,1FA,D,P3F,2,8,D,L,261961
3FAHP0GA6BR317190,7900,3FA,H,P0G,A,6,B,R,317190
1FM5K8F89FGB22797,36200,1FM,5,K8F,8,9,F,G,B22797
1FAHP60A92Y113076,9400,1FA,H,P60,A,9,2,Y,113076
1FMDU35P8VZC30185,2400,1FM,D,U35,P,8,V,Z,C30185
3FA6P0H77DR204233,10300,3FA,6,P0H,7,7,D,R,204233
1FM5K8D86DGC44016,30100,1FM,5,K8D,8,6,D,G,C44016
1FAHP3F24CL399870,10000,1FA,H,P3F,2,4,C,L,399870
1FAFP404XXF177717,2600,1FA,F,P40,4,X,X,F,177717
1ZVBP8AMXC5246594,13000,1ZV,B,P8A,M,X,C,5,246594
1FTNF1CF3EKD47425,17300,1FT,N,F1C,F,3,E,K,D47425
1FMCU9D79CKA97670,14700,1FM,C,U9D,7,9,C,K,A97670
3FAHP07Z57R229812,2950,3FA,H,P07,Z,5,7,R,229812
1FAHP3HN2BW130013,11000,1FA,H,P3H,N,2,B,W,130013
1FMCU9H90DUB14308,23500,1FM,C,U9H,9,0,D,U,B14308
1ZVBP8AMXE5309504,15600,1ZV,B,P8A,M,X,E,5,309504
1FTNF1CF6EKD48214,18100,1FT,N,F1C,F,6,E,K,D48214
3FA6P0HR3DR146896,15400,3FA,6,P0H,R,3,D,R,146896
1FTNE2EW3EDA18864,20200,1FT,N,E2E,W,3,E,D,A18864
3FA6P0K92DR290240,17100,3FA,6,P0K,9,2,D,R,290240
1FTRX12W36FA22526,8500,1FT,R,X12,W,3,6,F,A22526
1FTNW20L43ED84527,4700,1FT,N,W20,L,4,3,E,D84527
1FDNE1BW5ADA72686,11800,1FD,N,E1B,W,5,A,D,A72686
1FMCU0GX9EUB09783,14200,1FM,C,U0G,X,9,E,U,B09783
1FTWW32R08EA72580,15800,1FT,W,W32,R,0,8,E,A72580
1FA6P0H79E5371729,10000,1FA,6,P0H,7,9,E,5,371729
1FTPW14VX9FA60497,16100,1FT,P,W14,V,X,9,F,A60497
1FAHP2HW7BG108523,10500,1FA,H,P2H,W,7,B,G,108523
1ZVBP8AM4B5131987,9750,1ZV,B,P8A,M,4,B,5,131987
4F2YZ04135KM23081,2700,4F2,Y,Z04,1,3,5,K,M23081
1FADP3N21EL320917,15000,1FA,D,P3N,2,1,E,L,320917
1FMZU64W04UA64580,2450,1FM,Z,U64,W,0,4,U,A64580
3FAHP07Z08R237172,4700,3FA,H,P07,Z,0,8,R,237172
1FMCU9GX9EUA35835,20300,1FM,C,U9G,X,9,E,U,A35835
3FADP4BJ6DM191460,8800,3FA,D,P4B,J,6,D,M,191460
1FMEU53K27UB75823,13200,1FM,E,U53,K,2,7,U,B75823
1FMCU9DG3CKB61444,15000,1FM,C,U9D,G,3,C,K,B61444
1FADP3K23DL303040,11300,1FA,D,P3K,2,3,D,L,303040
1FMCU9G95DUA41678,14200,1FM,C,U9G,9,5,D,U,A41678
1FTNF1CF1EKD21020,18000,1FT,N,F1C,F,1,E,K,D21020
3FAHP0HA6CR253782,12500,3FA,H,P0H,A,6,C,R,253782
1FMPU15536LA32067,1100,1FM,P,U15,5,3,6,L,A32067
1FM5K8D80DGA43440,23900,1FM,5,K8D,8,0,D,G,A43440
1FTRW14538FA63667,15800,1FT,R,W14,5,3,8,F,A63667
1FAHP2HW2BG146483,9300,1FA,H,P2H,W,2,B,G,146483
1FM5K8D80DGB52383,21700,1FM,5,K8D,8,0,D,G,B52383
1FTFX1ET6DFB18488,24100,1FT,F,X1E,T,6,D,F,B18488
1FMNU43S63EA49544,3600,1FM,N,U43,S,6,3,E,A49544
1FTNW21F53EA02482,8600,1FT,N,W21,F,5,3,E,A02482
1FMCU0H96DUB81264,17300,1FM,C,U0H,9,6,D,U,B81264
1FAHP2E83DG113646,13000,1FA,H,P2E,8,3,D,G,113646
3FA6P0H75DR365471,13100,3FA,6,P0H,7,5,D,R,365471
1ZVBP8EM0E5265071,13600,1ZV,B,P8E,M,0,E,5,265071
3FA6P0H76ER171632,12100,3FA,6,P0H,7,6,E,R,171632
1FTNF1CF7EKD17294,19300,1FT,N,F1C,F,7,E,K,D17294
1FAHP2E88DG149929,16000,1FA,H,P2E,8,8,D,G,149929
2FMDK38C98BA76169,9100,2FM,D,K38,C,9,8,B,A76169
1FMFU15517LA55098,9000,1FM,F,U15,5,1,7,L,A55098
1FDNE1BW5BDB21547,11800,1FD,N,E1B,W,5,B,D,B21547
1FTFW1EF6EFB62411,28000,1FT,F,W1E,F,6,E,F,B62411
1ZVBP8AM2E5205184,20000,1ZV,B,P8A,M,2,E,5,205184
1FMYU93105KB13020,3300,1FM,Y,U93,1,0,5,K,B13020
1FTYR14V93PB03689,1550,1FT,Y,R14,V,9,3,P,B03689
1FTWW33R58EA45308,23600,1FT,W,W33,R,5,8,E,A45308
1FTFW1ET7EKD53638,28000,1FT,F,W1E,T,7,E,K,D53638
2FMDK4GC7DBB83528,12500,2FM,D,K4G,C,7,D,B,B83528
1FM5K8D83DGC20191,19600,1FM,5,K8D,8,3,D,G,C20191
1ZVBP8CF6C5279980,24700,1ZV,B,P8C,F,6,C,5,279980
2FMDK4JC2CBA01385,18700,2FM,D,K4J,C,2,C,B,A01385
1FTNE14W38DA96481,8400,1FT,N,E14,W,3,8,D,A96481
1FTRF12248KB53197,5400,1FT,R,F12,2,4,8,K,B53197
1FMCU9GX6DUA93027,19000,1FM,C,U9G,X,6,D,U,A93027
1FAFP28165G148513,5200,1FA,F,P28,1,6,5,G,148513
3FADP4EJ3CM153260,10000,3FA,D,P4E,J,3,C,M,153260
1FTFW1ET5DKD60957,31600,1FT,F,W1E,T,5,D,K,D60957
1FTFX1EV4AFC39260,21500,1FT,F,X1E,V,4,A,F,C39260
1FMCU0H9XDUA87436,15000,1FM,C,U0H,9,X,D,U,A87436
1FTDX17W8VKC42849,2200,1FT,D,X17,W,8,V,K,C42849
1FTRW086X3KB09024,6700,1FT,R,W08,6,X,3,K,B09024
1FMCU5K34CKB20622,15300,1FM,C,U5K,3,4,C,K,B20622
1FTEW1C89AFA03814,13600,1FT,E,W1C,8,9,A,F,A03814
1FTEX1CW4AFA11993,10200,1FT,E,X1C,W,4,A,F,A11993
3FADP4BJ5DM227638,9300,3FA,D,P4B,J,5,D,M,227638
1FMCU0HX3DUC44397,17400,1FM,C,U0H,X,3,D,U,C44397
1FTPX14V97FA77592,13100,1FT,P,X14,V,9,7,F,A77592
1FADP3K27DL245210,12300,1FA,D,P3K,2,7,D,L,245210
1FTFW1EV9AFD20306,21500,1FT,F,W1E,V,9,A,F,D20306
1FTFW1E80AFB99434,19600,1FT,F,W1E,8,0,A,F,B99434
1FTEX1CMXBFB50882,21000,1FT,E,X1C,M,X,B,F,B50882
1FMCU9DG5CKB40062,17800,1FM,C,U9D,G,5,C,K,B40062
1FMCU9GX3DUC37598,12600,1FM,C,U9G,X,3,D,U,C37598
1FTFX1CF7DKD24083,19800,1FT,F,X1C,F,7,D,K,D24083
1FMCU9D78CKC58638,13700,1FM,C,U9D,7,8,C,K,C58638
1FTFW1EV1AFA74660,20500,1FT,F,W1E,V,1,A,F,A74660
1FMHK7D81BGA39109,18600,1FM,H,K7D,8,1,B,G,A39109
1FMCU96H75KD76771,2500,1FM,C,U96,H,7,5,K,D76771
1FAHP2F85EG176280,18100,1FA,H,P2F,8,5,E,G,176280
1FTNF1CF0EKD63615,19600,1FT,N,F1C,F,0,E,K,D63615
1FADP3F23EL231302,11900,1FA,D,P3F,2,3,E,L,231302
3FA6P0H7XDR203996,11200,3FA,6,P0H,7,X,D,R,203996
1FAHP3K23CL308545,9100,1FA,H,P3K,2,3,C,L,308545
1FTFW1CF8BKD98371,19000,1FT,F,W1C,F,8,B,K,D98371
1FMCU9D74CKB94291,15300,1FM,C,U9D,7,4,C,K,B94291
1FMRU17W43LC56264,1500,1FM,R,U17,W,4,3,L,C56264
1FMYU02Z46KC12895,1350,1FM,Y,U02,Z,4,6,K,C12895
1FM5K8D87DGC13177,26200,1FM,5,K8D,8,7,D,G,C13177
1FMCU9H96DUC87363,16500,1FM,C,U9H,9,6,D,U,C87363
1FM5K8GT7DGB57788,35600,1FM,5,K8G,T,7,D,G,B57788
1FTSW21P46EC00664,16700,1FT,S,W21,P,4,6,E,C00664
1FTPX12544NA52572,3800,1FT,P,X12,5,4,4,N,A52572
3FA6P0K91DR106406,18600,3FA,6,P0K,9,1,D,R,106406
1FM5K8F85EGA92552,26600,1FM,5,K8F,8,5,E,G,A92552
2FMDK3GC7DBB98864,17200,2FM,D,K3G,C,7,D,B,B98864
1FTFX1EF5BKD77536,17700,1FT,F,X1E,F,5,B,K,D77536
1FMCU49329KA42544,11000,1FM,C,U49,3,2,9,K,A42544
1FTPW14V57FB44952,12000,1FT,P,W14,V,5,7,F,B44952
2FMDK3KC1DBC11552,26500,2FM,D,K3K,C,1,D,B,C11552
3FA6P0K92ER261130,20100,3FA,6,P0K,9,2,E,R,261130
1FM5K8GT6EGC28416,34000,1FM,5,K8G,T,6,E,G,C28416
1FAHP2H87DG133958,14700,1FA,H,P2H,8,7,D,G,133958
1FTFW1EF7DFB68460,24400,1FT,F,W1E,F,7,D,F,B68460
2FTRX17W24CA82878,2700,2FT,R,X17,W,2,4,C,A82878
1FM5K7D88DGB22283,12000,1FM,5,K7D,8,8,D,G,B22283
3FA6P0H74ER160001,14300,3FA,6,P0H,7,4,E,R,160001
3FA6P0HR6DR341326,15800,3FA,6,P0H,R,6,D,R,341326
3FA6P0LU3DR181336,18000,3FA,6,P0L,U,3,D,R,181336
1FT7W2B67BEB06431,17800,1FT,7,W2B,6,7,B,E,B06431
